"Date","Spot exchange rate, Chinese Yuan into Sterling                          XUDLBK89"
"31 Dec 19","9.1926"
"30 Dec 19","9.1627"
"27 Dec 19","9.1598"
"24 Dec 19","9.0714"
"23 Dec 19","9.0642"
"20 Dec 19","9.1425"
"19 Dec 19","9.1329"
"18 Dec 19","9.1511"
"17 Dec 19","9.193"
"16 Dec 19","9.3233"
"13 Dec 19","9.3198"
"12 Dec 19","9.1582"
"11 Dec 19","9.2745"
"10 Dec 19","9.2629"
"09 Dec 19","9.2597"
"06 Dec 19","9.2191"
"05 Dec 19","9.267"
"04 Dec 19","9.239"
"03 Dec 19","9.1742"
"02 Dec 19","9.0945"
"29 Nov 19","9.095"
"28 Nov 19","9.0769"
"27 Nov 19","9.0486"
"26 Nov 19","9.0276"
"25 Nov 19","9.0799"
"22 Nov 19","9.0337"
"21 Nov 19","9.0843"
"20 Nov 19","9.0821"
"19 Nov 19","9.0864"
"18 Nov 19","9.1081"
"15 Nov 19","9.0369"
"14 Nov 19","9.025"
"13 Nov 19","9.0159"
"12 Nov 19","8.9958"
"11 Nov 19","9.023"
"08 Nov 19","8.9485"
"07 Nov 19","8.9454"
"06 Nov 19","9.0077"
"05 Nov 19","9.0168"
"04 Nov 19","9.0729"
"01 Nov 19","9.1105"
"31 Oct 19","9.1063"
"30 Oct 19","9.0793"
"29 Oct 19","9.1173"
"28 Oct 19","9.0867"
"25 Oct 19","9.0671"
"24 Oct 19","9.0814"
"23 Oct 19","9.1041"
"22 Oct 19","9.1358"
"21 Oct 19","9.1826"
"18 Oct 19","9.1331"
"17 Oct 19","9.0867"
"16 Oct 19","9.0869"
"15 Oct 19","9.046"
"14 Oct 19","8.893"
"11 Oct 19","8.9945"
"10 Oct 19","8.7359"
"09 Oct 19","8.713"
"08 Oct 19","8.7219"
"07 Oct 19","8.8067"
"04 Oct 19","8.7874"
"03 Oct 19","8.8682"
"02 Oct 19","8.7945"
"01 Oct 19","8.7366"
"30 Sep 19","8.8004"
"27 Sep 19","8.7638"
"26 Sep 19","8.7935"
"25 Sep 19","8.8249"
"24 Sep 19","8.8767"
"23 Sep 19","8.8437"
"20 Sep 19","8.8638"
"19 Sep 19","8.8589"
"18 Sep 19","8.8442"
"17 Sep 19","8.8521"
"16 Sep 19","8.7747"
"13 Sep 19","8.8159"
"12 Sep 19","8.7259"
"11 Sep 19","8.7832"
"10 Sep 19","8.7865"
"09 Sep 19","8.7908"
"06 Sep 19","8.7623"
"05 Sep 19","8.8158"
"04 Sep 19","8.7151"
"03 Sep 19","8.6788"
"02 Sep 19","8.6503"
"30 Aug 19","8.7136"
"29 Aug 19","8.7197"
"28 Aug 19","8.7543"
"27 Aug 19","8.7865"
"23 Aug 19","8.6855"
"22 Aug 19","8.6787"
"21 Aug 19","8.5667"
"20 Aug 19","8.5642"
"19 Aug 19","8.5542"
"16 Aug 19","8.5529"
"15 Aug 19","8.5198"
"14 Aug 19","8.4741"
"13 Aug 19","8.4981"
"12 Aug 19","8.5248"
"09 Aug 19","8.5301"
"08 Aug 19","8.5491"
"07 Aug 19","8.5784"
"06 Aug 19","8.5437"
"05 Aug 19","8.5572"
"02 Aug 19","8.4146"
"01 Aug 19","8.3823"
"31 Jul 19","8.4299"
"30 Jul 19","8.3643"
"29 Jul 19","8.4292"
"26 Jul 19","8.5203"
"25 Jul 19","8.5853"
"24 Jul 19","8.5883"
"23 Jul 19","8.5557"
"22 Jul 19","8.599"
"19 Jul 19","8.6024"
"18 Jul 19","8.5873"
"17 Jul 19","8.5415"
"16 Jul 19","8.5382"
"15 Jul 19","8.6078"
"12 Jul 19","8.6414"
"11 Jul 19","8.6215"
"10 Jul 19","8.5925"
"09 Jul 19","8.5857"
"08 Jul 19","8.6126"
"05 Jul 19","8.6229"
"04 Jul 19","8.6407"
"03 Jul 19","8.6448"
"02 Jul 19","8.6559"
"01 Jul 19","8.665"
"28 Jun 19","8.7378"
"27 Jun 19","8.7164"
"26 Jun 19","8.7199"
"25 Jun 19","8.7502"
"24 Jun 19","8.7426"
"21 Jun 19","8.7202"
"20 Jun 19","8.702"
"19 Jun 19","8.7142"
"18 Jun 19","8.6579"
"17 Jun 19","8.69"
"14 Jun 19","8.7293"
"13 Jun 19","8.7789"
"12 Jun 19","8.8016"
"11 Jun 19","8.7897"
"10 Jun 19","8.7944"
"07 Jun 19","8.8096"
"06 Jun 19","8.8055"
"05 Jun 19","8.794"
"04 Jun 19","8.7563"
"03 Jun 19","8.7193"
"31 May 19","8.6966"
"30 May 19","8.6916"
"29 May 19","8.7297"
"28 May 19","8.7565"
"24 May 19","8.7531"
"23 May 19","8.7582"
"22 May 19","8.7389"
"21 May 19","8.8213"
"20 May 19","8.8006"
"17 May 19","8.8074"
"16 May 19","8.8031"
"15 May 19","8.8408"
"14 May 19","8.8795"
"13 May 19","8.9321"
"10 May 19","8.8933"
"09 May 19","8.8864"
"08 May 19","8.8206"
"07 May 19","8.839"
"03 May 19","8.8319"
"02 May 19","8.776"
"01 May 19","8.8073"
"30 Apr 19","8.779"
"29 Apr 19","8.7006"
"26 Apr 19","8.7029"
"25 Apr 19","8.7002"
"24 Apr 19","8.7064"
"23 Apr 19","8.7001"
"18 Apr 19","8.7266"
"17 Apr 19","8.7248"
"16 Apr 19","8.7608"
"15 Apr 19","8.7978"
"12 Apr 19","8.7808"
"11 Apr 19","8.7929"
"10 Apr 19","8.7903"
"09 Apr 19","8.7636"
"08 Apr 19","8.7608"
"05 Apr 19","8.7417"
"04 Apr 19","8.7852"
"03 Apr 19","8.8287"
"02 Apr 19","8.7592"
"01 Apr 19","8.8179"
"29 Mar 19","8.7447"
"28 Mar 19","8.8188"
"27 Mar 19","8.8732"
"26 Mar 19","8.8732"
"25 Mar 19","8.8524"
"22 Mar 19","8.8788"
"21 Mar 19","8.7526"
"20 Mar 19","8.8276"
"19 Mar 19","8.9009"
"18 Mar 19","8.8734"
"15 Mar 19","8.9141"
"14 Mar 19","8.9267"
"13 Mar 19","8.8712"
"12 Mar 19","8.7842"
"11 Mar 19","8.8018"
"08 Mar 19","8.7395"
"07 Mar 19","8.8044"
"06 Mar 19","8.8235"
"05 Mar 19","8.7942"
"04 Mar 19","8.8318"
"01 Mar 19","8.8792"
"28 Feb 19","8.8993"
"27 Feb 19","8.9114"
"26 Feb 19","8.8682"
"25 Feb 19","8.7345"
"22 Feb 19","8.7635"
"21 Feb 19","8.7824"
"20 Feb 19","8.7707"
"19 Feb 19","8.8037"
"18 Feb 19","8.7464"
"15 Feb 19","8.6948"
"14 Feb 19","8.6541"
"13 Feb 19","8.7053"
"12 Feb 19","8.7251"
"11 Feb 19","8.7369"
"08 Feb 19","8.7263"
"07 Feb 19","8.7485"
"06 Feb 19","8.7404"
"05 Feb 19","8.7249"
"04 Feb 19","8.8227"
"01 Feb 19","8.8281"
"31 Jan 19","8.8063"
"30 Jan 19","8.7733"
"29 Jan 19","8.8498"
"28 Jan 19","8.872"
"25 Jan 19","8.8809"
"24 Jan 19","8.847"
"23 Jan 19","8.8721"
"22 Jan 19","8.8201"
"21 Jan 19","8.7596"
"18 Jan 19","8.7458"
"17 Jan 19","8.7439"
"16 Jan 19","8.6853"
"15 Jan 19","8.6589"
"14 Jan 19","8.7373"
"11 Jan 19","8.6645"
"10 Jan 19","8.6737"
"09 Jan 19","8.6801"
"08 Jan 19","8.7232"
"07 Jan 19","8.7489"
"04 Jan 19","8.7367"
"03 Jan 19","8.6579"
"02 Jan 19","8.6487"
"31 Dec 18","8.7793"
"28 Dec 18","8.7236"
"27 Dec 18","8.6752"
"24 Dec 18","8.7262"
"21 Dec 18","8.7525"
"20 Dec 18","8.6979"
"19 Dec 18","8.7133"
"18 Dec 18","8.7084"
"17 Dec 18","8.6961"
"14 Dec 18","8.6734"
"13 Dec 18","8.6796"
"12 Dec 18","8.708"
"11 Dec 18","8.6396"
"10 Dec 18","8.6595"
"07 Dec 18","8.7696"
"06 Dec 18","8.7948"
"05 Dec 18","8.7314"
"04 Dec 18","8.698"
"03 Dec 18","8.7628"
"30 Nov 18","8.8756"
"29 Nov 18","8.8704"
"28 Nov 18","8.8677"
"27 Nov 18","8.8534"
"26 Nov 18","8.9009"
"23 Nov 18","8.8944"
"22 Nov 18","8.9186"
"21 Nov 18","8.8527"
"20 Nov 18","8.9053"
"19 Nov 18","8.9274"
"16 Nov 18","8.9067"
"15 Nov 18","8.8682"
"14 Nov 18","9.0378"
"13 Nov 18","9.0389"
"12 Nov 18","8.9571"
"09 Nov 18","9.0621"
"08 Nov 18","9.1001"
"07 Nov 18","9.086"
"06 Nov 18","9.0477"
"05 Nov 18","9.0148"
"02 Nov 18","8.9321"
"01 Nov 18","8.9787"
"31 Oct 18","8.9117"
"30 Oct 18","8.8688"
"29 Oct 18","8.9136"
"26 Oct 18","8.9033"
"25 Oct 18","8.9035"
"24 Oct 18","8.9621"
"23 Oct 18","9.0008"
"22 Oct 18","9.0099"
"19 Oct 18","9.0387"
"18 Oct 18","9.0696"
"17 Oct 18","9.0972"
"16 Oct 18","9.1277"
"15 Oct 18","9.0917"
"12 Oct 18","9.103"
"11 Oct 18","9.099"
"10 Oct 18","9.1395"
"09 Oct 18","9.0598"
"08 Oct 18","9.0535"
"05 Oct 18","8.9772"
"04 Oct 18","8.9466"
"03 Oct 18","8.9318"
"02 Oct 18","8.9133"
"01 Oct 18","8.9579"
"28 Sep 18","8.9553"
"27 Sep 18","9.0323"
"26 Sep 18","9.068"
"25 Sep 18","9.0353"
"24 Sep 18","9.008"
"21 Sep 18","8.9783"
"20 Sep 18","9.0744"
"19 Sep 18","9.0085"
"18 Sep 18","9.0231"
"17 Sep 18","9.0124"
"14 Sep 18","8.9689"
"13 Sep 18","8.9591"
"12 Sep 18","8.9329"
"11 Sep 18","8.9308"
"10 Sep 18","8.925"
"07 Sep 18","8.8596"
"06 Sep 18","8.8385"
"05 Sep 18","8.8451"
"04 Sep 18","8.7786"
"03 Sep 18","8.7876"
"31 Aug 18","8.8714"
"30 Aug 18","8.8836"
"29 Aug 18","8.864"
"28 Aug 18","8.7614"
"24 Aug 18","8.764"
"23 Aug 18","8.8238"
"22 Aug 18","8.8308"
"21 Aug 18","8.8087"
"20 Aug 18","8.7458"
"17 Aug 18","8.7582"
"16 Aug 18","8.7531"
"15 Aug 18","8.7834"
"14 Aug 18","8.7727"
"13 Aug 18","8.7944"
"10 Aug 18","8.735"
"09 Aug 18","8.7731"
"08 Aug 18","8.8012"
"07 Aug 18","8.845"
"06 Aug 18","8.8639"
"03 Aug 18","8.8931"
"02 Aug 18","8.9119"
"01 Aug 18","8.9381"
"31 Jul 18","8.9332"
"30 Jul 18","8.952"
"27 Jul 18","8.9395"
"26 Jul 18","8.9217"
"25 Jul 18","8.9094"
"24 Jul 18","8.9345"
"23 Jul 18","8.9074"
"20 Jul 18","8.8686"
"19 Jul 18","8.8001"
"18 Jul 18","8.7652"
"17 Jul 18","8.8202"
"16 Jul 18","8.8435"
"13 Jul 18","8.8352"
"12 Jul 18","8.8145"
"11 Jul 18","8.8397"
"10 Jul 18","8.795"
"09 Jul 18","8.7704"
"06 Jul 18","8.8133"
"05 Jul 18","8.7762"
"04 Jul 18","8.7536"
"03 Jul 18","8.7479"
"02 Jul 18","8.7448"
"29 Jun 18","8.7305"
"28 Jun 18","8.6728"
"27 Jun 18","8.6747"
"26 Jun 18","8.7049"
"25 Jun 18","8.6726"
"22 Jun 18","8.6292"
"21 Jun 18","8.6038"
"20 Jun 18","8.5266"
"19 Jun 18","8.5364"
"18 Jun 18","8.5244"
"15 Jun 18","8.5534"
"14 Jun 18","8.5298"
"13 Jun 18","8.5515"
"12 Jun 18","8.5442"
"11 Jun 18","8.5718"
"08 Jun 18","8.5779"
"07 Jun 18","8.5743"
"06 Jun 18","8.5738"
"05 Jun 18","8.544"
"04 Jun 18","8.5391"
"01 Jun 18","8.5574"
"31 May 18","8.5271"
"30 May 18","8.5212"
"29 May 18","8.5137"
"25 May 18","8.5093"
"24 May 18","8.5265"
"23 May 18","8.5222"
"22 May 18","8.5445"
"21 May 18","8.5576"
"18 May 18","8.5927"
"17 May 18","8.5964"
"16 May 18","8.5891"
"15 May 18","8.6044"
"14 May 18","8.6129"
"11 May 18","8.5816"
"10 May 18","8.5447"
"09 May 18","8.6308"
"08 May 18","8.6076"
"04 May 18","8.5917"
"03 May 18","8.6044"
"02 May 18","8.6524"
"01 May 18","8.6097"
"30 Apr 18","8.7237"
"27 Apr 18","8.7311"
"26 Apr 18","8.8208"
"25 Apr 18","8.8135"
"24 Apr 18","8.8018"
"23 Apr 18","8.8091"
"20 Apr 18","8.828"
"19 Apr 18","8.9221"
"18 Apr 18","8.9302"
"17 Apr 18","8.9914"
"16 Apr 18","8.9911"
"13 Apr 18","8.9364"
"12 Apr 18","8.9512"
"11 Apr 18","8.9071"
"10 Apr 18","8.8997"
"09 Apr 18","8.9062"
"06 Apr 18","8.8786"
"05 Apr 18","8.8257"
"04 Apr 18","8.8747"
"03 Apr 18","8.8272"
"29 Mar 18","8.8225"
"28 Mar 18","8.8762"
"27 Mar 18","8.881"
"26 Mar 18","8.9232"
"23 Mar 18","8.9301"
"22 Mar 18","8.9261"
"21 Mar 18","8.8872"
"20 Mar 18","8.8729"
"19 Mar 18","8.8791"
"16 Mar 18","8.8101"
"15 Mar 18","8.8148"
"14 Mar 18","8.8049"
"13 Mar 18","8.837"
"12 Mar 18","8.7933"
"09 Mar 18","8.7764"
"08 Mar 18","8.7667"
"07 Mar 18","8.7857"
"06 Mar 18","8.7592"
"05 Mar 18","8.7922"
"02 Mar 18","8.7334"
"01 Mar 18","8.7268"
"28 Feb 18","8.72"
"27 Feb 18","8.7691"
"26 Feb 18","8.7989"
"23 Feb 18","8.8477"
"22 Feb 18","8.846"
"21 Feb 18","8.868"
"20 Feb 18","8.8845"
"19 Feb 18","8.8775"
"16 Feb 18","8.9067"
"15 Feb 18","8.9168"
"14 Feb 18","8.8566"
"13 Feb 18","8.7978"
"12 Feb 18","8.7342"
"09 Feb 18","8.6931"
"08 Feb 18","8.8536"
"07 Feb 18","8.6976"
"06 Feb 18","8.7384"
"05 Feb 18","8.8091"
"02 Feb 18","8.8965"
"01 Feb 18","8.9649"
"31 Jan 18","8.9366"
"30 Jan 18","8.9186"
"29 Jan 18","8.9058"
"26 Jan 18","8.9623"
"25 Jan 18","9.0373"
"24 Jan 18","9.0523"
"23 Jan 18","8.9728"
"22 Jan 18","8.945"
"19 Jan 18","8.8594"
"18 Jan 18","8.9088"
"17 Jan 18","8.8994"
"16 Jan 18","8.8704"
"15 Jan 18","8.8816"
"12 Jan 18","8.8441"
"11 Jan 18","8.7918"
"10 Jan 18","8.8039"
"09 Jan 18","8.8268"
"08 Jan 18","8.8236"
"05 Jan 18","8.799"
"04 Jan 18","8.7973"
"03 Jan 18","8.7855"
"02 Jan 18","8.8141"
"29 Dec 17","8.7869"
"28 Dec 17","8.7767"
"27 Dec 17","8.7844"
"22 Dec 17","8.7983"
"21 Dec 17","8.7913"
"20 Dec 17","8.8173"
"19 Dec 17","8.815"
"18 Dec 17","8.8628"
"15 Dec 17","8.8009"
"14 Dec 17","8.8721"
"13 Dec 17","8.8424"
"12 Dec 17","8.8212"
"11 Dec 17","8.8423"
"08 Dec 17","8.8548"
"07 Dec 17","8.8784"
"06 Dec 17","8.8503"
"05 Dec 17","8.9045"
"04 Dec 17","8.9211"
"01 Dec 17","8.9219"
"30 Nov 17","8.942"
"29 Nov 17","8.8641"
"28 Nov 17","8.7396"
"27 Nov 17","8.8"
"24 Nov 17","8.8114"
"23 Nov 17","8.7481"
"22 Nov 17","8.7782"
"21 Nov 17","8.7669"
"20 Nov 17","8.7927"
"17 Nov 17","8.749"
"16 Nov 17","8.7454"
"15 Nov 17","8.7139"
"14 Nov 17","8.7038"
"13 Nov 17","8.7044"
"10 Nov 17","8.7779"
"09 Nov 17","8.7075"
"08 Nov 17","8.6786"
"07 Nov 17","8.723"
"06 Nov 17","8.7007"
"03 Nov 17","8.6713"
"02 Nov 17","8.6338"
"01 Nov 17","8.752"
"31 Oct 17","8.8084"
"30 Oct 17","8.7668"
"27 Oct 17","8.7155"
"26 Oct 17","8.7429"
"25 Oct 17","8.7934"
"24 Oct 17","8.7005"
"23 Oct 17","8.7522"
"20 Oct 17","8.7298"
"19 Oct 17","8.7318"
"18 Oct 17","8.7271"
"17 Oct 17","8.7212"
"16 Oct 17","8.7508"
"13 Oct 17","8.7527"
"12 Oct 17","8.6705"
"11 Oct 17","8.6876"
"10 Oct 17","8.6865"
"09 Oct 17","8.6967"
"06 Oct 17","8.6879"
"05 Oct 17","8.7418"
"04 Oct 17","8.8336"
"03 Oct 17","8.8123"
"02 Oct 17","8.8329"
"29 Sep 17","8.9194"
"28 Sep 17","8.9525"
"27 Sep 17","8.8896"
"26 Sep 17","8.8982"
"25 Sep 17","8.9263"
"22 Sep 17","8.9116"
"21 Sep 17","8.928"
"20 Sep 17","8.9135"
"19 Sep 17","8.8954"
"18 Sep 17","8.9064"
"15 Sep 17","8.9054"
"14 Sep 17","8.7503"
"13 Sep 17","8.6485"
"12 Sep 17","8.6652"
"11 Sep 17","8.6024"
"08 Sep 17","8.5397"
"07 Sep 17","8.5044"
"06 Sep 17","8.5254"
"05 Sep 17","8.5118"
"04 Sep 17","8.4569"
"01 Sep 17","8.5008"
"31 Aug 17","8.488"
"30 Aug 17","8.5167"
"29 Aug 17","8.543"
"25 Aug 17","8.5555"
"24 Aug 17","8.5235"
"23 Aug 17","8.5183"
"22 Aug 17","8.5481"
"21 Aug 17","8.5979"
"18 Aug 17","8.5746"
"17 Aug 17","8.6022"
"16 Aug 17","8.6095"
"15 Aug 17","8.5919"
"14 Aug 17","8.6623"
"11 Aug 17","8.6435"
"10 Aug 17","8.6319"
"09 Aug 17","8.6722"
"08 Aug 17","8.6907"
"07 Aug 17","8.7512"
"04 Aug 17","8.7718"
"03 Aug 17","8.827"
"02 Aug 17","8.8872"
"01 Aug 17","8.8846"
"31 Jul 17","8.8656"
"28 Jul 17","8.8383"
"27 Jul 17","8.8206"
"26 Jul 17","8.8167"
"25 Jul 17","8.8074"
"24 Jul 17","8.8052"
"21 Jul 17","8.7877"
"20 Jul 17","8.7797"
"19 Jul 17","8.806"
"18 Jul 17","8.78"
"17 Jul 17","8.8431"
"14 Jul 17","8.8618"
"13 Jul 17","8.7712"
"12 Jul 17","8.7478"
"11 Jul 17","8.734"
"10 Jul 17","8.7495"
"07 Jul 17","8.7593"
"06 Jul 17","8.802"
"05 Jul 17","8.7884"
"04 Jul 17","8.7898"
"03 Jul 17","8.7953"
"30 Jun 17","8.8063"
"29 Jun 17","8.8158"
"28 Jun 17","8.7969"
"27 Jun 17","8.7018"
"26 Jun 17","8.7105"
"23 Jun 17","8.7051"
"22 Jun 17","8.651"
"21 Jun 17","8.6461"
"20 Jun 17","8.6158"
"19 Jun 17","8.6978"
"16 Jun 17","8.717"
"15 Jun 17","8.6812"
"14 Jun 17","8.6784"
"13 Jun 17","8.6532"
"12 Jun 17","8.6141"
"09 Jun 17","8.6607"
"08 Jun 17","8.802"
"07 Jun 17","8.805"
"06 Jun 17","8.7601"
"05 Jun 17","8.7963"
"02 Jun 17","8.7726"
"01 Jun 17","8.7805"
"31 May 17","8.7969"
"30 May 17","8.8137"
"26 May 17","8.7609"
"25 May 17","8.8912"
"24 May 17","8.921"
"23 May 17","8.9417"
"22 May 17","8.9605"
"19 May 17","8.9658"
"18 May 17","8.9524"
"17 May 17","8.9236"
"16 May 17","8.8928"
"15 May 17","8.9005"
"12 May 17","8.8909"
"11 May 17","8.8874"
"10 May 17","8.9361"
"09 May 17","8.944"
"08 May 17","8.9338"
"05 May 17","8.9439"
"04 May 17","8.9041"
"03 May 17","8.8941"
"02 May 17","8.9082"
"28 Apr 17","8.9143"
"27 Apr 17","8.891"
"26 Apr 17","8.8612"
"25 Apr 17","8.8289"
"24 Apr 17","8.7962"
"21 Apr 17","8.7963"
"20 Apr 17","8.8377"
"19 Apr 17","8.8218"
"18 Apr 17","8.7798"
"13 Apr 17","8.6198"
"12 Apr 17","8.6218"
"11 Apr 17","8.6099"
"10 Apr 17","8.5764"
"07 Apr 17","8.5468"
"06 Apr 17","8.6159"
"05 Apr 17","8.5991"
"04 Apr 17","8.5682"
"03 Apr 17","8.5923"
"31 Mar 17","8.6086"
"30 Mar 17","8.6012"
"29 Mar 17","8.5492"
"28 Mar 17","8.6209"
"27 Mar 17","8.6356"
"24 Mar 17","8.5935"
"23 Mar 17","8.6233"
"22 Mar 17","8.5816"
"21 Mar 17","8.5893"
"20 Mar 17","8.5387"
"17 Mar 17","8.536"
"16 Mar 17","8.5277"
"15 Mar 17","8.4493"
"14 Mar 17","8.411"
"13 Mar 17","8.4555"
"10 Mar 17","8.4013"
"09 Mar 17","8.3939"
"08 Mar 17","8.4097"
"07 Mar 17","8.4139"
"06 Mar 17","8.4504"
"03 Mar 17","8.4544"
"02 Mar 17","8.4604"
"01 Mar 17","8.4734"
"28 Feb 17","8.5454"
"27 Feb 17","8.5638"
"24 Feb 17","8.5731"
"23 Feb 17","8.6107"
"22 Feb 17","8.5667"
"21 Feb 17","8.5792"
"20 Feb 17","8.5764"
"17 Feb 17","8.5333"
"16 Feb 17","8.5646"
"15 Feb 17","8.5492"
"14 Feb 17","8.5557"
"13 Feb 17","8.5991"
"10 Feb 17","8.5845"
"09 Feb 17","8.6017"
"08 Feb 17","8.6102"
"07 Feb 17","8.5538"
"06 Feb 17","8.5366"
"03 Feb 17","8.5847"
"02 Feb 17","8.6166"
"01 Feb 17","8.6971"
"31 Jan 17","8.6572"
"30 Jan 17","8.6063"
"27 Jan 17","8.6324"
"26 Jan 17","8.6572"
"25 Jan 17","8.6738"
"24 Jan 17","8.5783"
"23 Jan 17","8.5608"
"20 Jan 17","8.4695"
"19 Jan 17","8.4504"
"18 Jan 17","8.439"
"17 Jan 17","8.4862"
"16 Jan 17","8.3232"
"13 Jan 17","8.4051"
"12 Jan 17","8.4177"
"11 Jan 17","8.373"
"10 Jan 17","8.4289"
"09 Jan 17","8.4239"
"06 Jan 17","8.5211"
